,latitude,longitude,date,float_id,temp_mean,temp_median,temp_std_dev,salinity_mean,salinity_max,pressure_max
514,-51.93380666666667,101.18785,2025-01-07,b'AI2600-16FR101                  ',2.7487879,2.6135,0.9289712,34.376263,34.75,2026.3
515,-22.912900924682617,109.5327377319336,2025-01-07,b'9297                            ',11.043337,8.867,6.659376,34.894012,35.7401,1992.79
517,0.03333333333333333,77.81666666666666,2025-01-07,b'23024                           ',11.991614,8.618,9.151797,34.818558,35.20783,1962.4
519,-20.0468,67.6786,2025-01-07,b'1207                            ',8.577979,4.9195004,6.6270804,34.85477,35.697,1968.94
520,13.016666666666667,69.96666666666667,2025-01-07,b'23020                           ',12.311715,10.0725,8.015629,35.35754,36.305,2002.2
523,-67.98625183105469,77.4904556274414,2025-01-07,b'9755                            ',-1.6080682,-1.8558,0.6867224,34.476837,34.5646,413.66
524,-42.6935,118.4557,2025-01-07,b'1050                            ',7.4936757,8.4405,2.7967923,34.551975,34.83457,1948.72
525,-43.5535,35.0494,2025-01-07,b'0740                            ',4.084063,3.2785,1.8977917,34.445812,34.789,2005.56
526,-23.698313333333335,87.90666666666667,2025-01-07,b'P43244-24DE002                  ',12.976684,11.7155,7.0724883,35.09623,35.814,1981.6
527,-31.1372,109.4611,2025-01-07,b'9792                            ',9.955482,9.495501,4.4517775,34.84347,35.91496,1499.03
528,-45.15184333333333,51.777025,2025-01-07,b'AI2600-19DE002                  ',3.3083541,2.554,1.7392887,34.37045,34.765,1978.9
529,-23.359736666666667,73.30955,2025-01-07,b'AI2632-24DE007                  ',10.2695875,8.228,7.256588,34.9737,35.746,1991.2
532,-28.118,83.018,2025-01-07,b'8868                            ',11.798327,10.878,4.8087564,35.043774,36.02779,1999.02
535,-65.60118103027344,106.71089172363281,2025-01-07,b'9754                            ',-1.7878752,-1.8879,0.39525896,34.496174,34.5799,721.0
536,-38.713,117.184,2025-01-07,b'7770                            ',9.919665,9.78,2.515499,34.75381,35.274,1599.31
537,-48.524,112.24,2025-01-07,b'7957                            ',4.076785,2.962,1.9294777,34.41252,34.74384,2000.6
538,-31.770996666666665,30.317175,2025-01-07,b'AD2700-20FR008                  ',11.708836,11.9,8.083297,35.063114,35.61519,2953.4
541,-37.13317166666667,30.339591666666667,2025-01-07,b'AI2600-21DE029                  ',9.21186,7.692,5.7197237,34.86878,35.579,2010.7
542,-23.023288333333333,49.79074166666667,2025-01-07,b'AI2632-24DE005                  ',9.7407,6.519,7.5320544,34.928516,35.641,2036.9
543,-12.2074,84.5777,2025-01-07,b'0805                            ',7.8639627,5.623,6.2371216,34.731518,35.491,1998.34
544,-35.44863,102.70092,2025-01-07,b'8475                            ',6.6996727,4.865,4.0644336,34.66103,35.4158,2003.44
545,-37.9221,105.4485,2025-01-07,b'0794                            ',6.6069455,5.698,3.4675498,34.602,34.9126,1999.46
546,-45.36553,93.30284,2025-01-07,b'7642                            ',4.375879,3.179,2.2904096,34.47812,34.73109,2006.24
547,-27.85741,66.54203,2025-01-07,b'8875                            ',7.74135,5.5474997,5.540655,34.800533,35.76383,2004.08
548,-36.9025,102.499,2025-01-07,b'1053                            ',6.551796,4.621,4.0143414,34.67452,35.471,2005.32
549,-29.431325,112.742005,2025-01-07,b'AI2600-24AU010                  ',7.047959,4.3605003,5.4035015,34.772377,35.92158,2005.5
550,-63.795,21.427,2025-01-07,b'9179                            ',0.74692875,0.879,0.6323213,34.62158,34.70494,1898.98
552,-66.02823638916016,95.21514892578125,2025-01-07,b'10343                           ',-1.5947714,-1.8069,0.53367317,34.39675,34.457,709.19
553,-26.963,68.702,2025-01-07,b'8861                            ',12.466414,11.577499,5.2119265,35.04085,35.71015,1998.11
555,-68.16199231755125,31.45697030870052,2025-01-07,b'9283                            ',0.041993104,0.4296,0.8981657,34.59077,34.68815,1030.374
556,15.805,87.297,2025-01-07,b'P32800-19CH017                  ',12.090735,8.593,8.769047,34.493393,35.035,1984.5
559,-37.04275,91.54964,2025-01-08,b'8722                            ',6.8150334,5.882,3.79505,34.656944,35.1211,2013.56
560,-48.626385,144.28609833333334,2025-01-08,b'P44043-22AU001                  ',8.799972,9.428,2.1178205,34.559612,34.82706,1965.2
562,12.160095,46.11846666666667,2025-01-08,b'AI2600-21FR121                  ',13.604878,13.69,5.4295135,35.827953,36.455,1967.0
563,-43.4832,121.4006,2025-01-08,b'1074                            ',6.1201134,5.142,3.1049807,34.541805,34.712,1994.54
564,-38.9125,121.7873,2025-01-08,b'1091                            ',6.8705773,5.9624996,3.9189138,34.651173,35.435,1998.57
565,-46.037085,43.42592166666667,2025-01-08,b'AI2600-20DE019                  ',3.4403465,2.818,1.391536,34.41061,34.759,1986.1
566,-36.282,82.837,2025-01-08,b'8715                            ',10.715593,11.124,2.850137,34.882946,35.28113,1998.21
568,-16.76263,106.63703,2025-01-08,b'8862                            ',7.788684,5.2720003,6.436733,34.761528,35.65404,1999.72
570,-37.499,66.497,2025-01-08,b'8696                            ',11.43442,12.3615,2.4484,35.001415,35.33424,1599.06
571,-47.13783,20.98926,2025-01-08,b'8613                            ',2.8646457,2.604,0.7574627,34.449936,34.7674,2004.04
572,-38.639,117.183,2025-01-08,b'7770                            ',9.910666,9.662,2.5762963,34.760426,35.283,1699.25
573,-42.58754833333333,30.982735,2025-01-08,b'AI2632-24DE004                  ',6.11224,4.2405,3.7383819,34.586533,34.816,2018.2
574,11.395163333333333,84.325045,2025-01-08,b'AI2632-23DE006                  ',9.85199,8.715,6.0042114,34.856388,35.046,1987.5
575,-33.5439,40.8917,2025-01-08,b'0839                            ',9.194855,8.4655,4.9939003,34.86575,35.628,1948.51
576,-52.289406,101.772858,2025-01-08,b'8673                            ',2.2990465,2.3076,0.54059476,34.529522,34.74468,1992.49
577,-1.5021666666666667,57.178821666666664,2025-01-08,b'AI2600-18FR112                  ',10.271548,8.954,6.2954526,32.325726,32.454,1982.1
578,-43.11112333333333,76.430965,2025-01-08,b'AI2600-22DE002                  ',5.391542,3.965,3.01194,34.473557,34.733,2001.3
579,-23.234863333333333,55.47448833333333,2025-01-08,b'AI2600-22AU012                  ',8.931942,6.1365004,6.9118266,34.835167,35.626,2019.7
581,-39.6302,114.2314,2025-01-08,b'9785                            ',9.47055,9.597,2.01212,34.659042,34.84093,1599.44
582,-32.719,66.948,2025-01-08,b'7172                            ',14.177962,13.681,3.7838995,2.3360384,2.399,997.5
584,-64.19655333333333,22.464205,2025-01-08,b'AI2600-20EU001                  ',0.23820369,0.5755,1.013584,34.48496,34.6968,2012.0
585,-27.54782,107.1996,2025-01-08,b'8511                            ',7.0526953,3.995,5.4406505,34.781727,35.9518,2011.16
586,-66.1544189453125,34.15462112426758,2025-01-08,b'9025                            ',0.07462255,0.2179,0.6742043,34.618927,34.6834,1996.59
587,-47.03951644897461,124.37672424316406,2025-01-08,b'9022                            ',6.233095,5.8636,2.8788733,34.524307,34.6883,1996.09
588,-15.2918,76.2891,2025-01-08,b'0860                            ',8.326444,6.2465,5.745713,34.81388,35.693,2000.7
589,-11.9392751,95.0410229,2025-01-08,b'11102                           ',8.417753,5.94,6.2668138,34.6842,34.90116,1988.96
590,-34.55404,69.16943,2025-01-08,b'7298                            ',11.812891,11.9885,3.4162579,28.826494,29.237,1013.64
591,-22.0884,75.6049,2025-01-08,b'1322                            ',8.299341,5.0635,6.384351,34.83012,35.739,1989.3
592,-41.90901,43.08782166666666,2025-01-08,b'AI2600-21DE009                  ',4.3686028,3.301,2.3885376,34.45897,34.769,2001.1
593,-23.628215,110.59091333333333,2025-01-08,b'AI2632-24DE010                  ',10.487537,5.758,8.403206,34.80341,35.727,1988.9
596,1.5,79.75,2025-01-08,b'23025                           ',11.826326,8.532499,9.06612,34.93482,35.227,2029.7
599,12.9,70.03333333333333,2025-01-08,b'23021                           ',12.376431,10.1385,8.098748,35.35593,36.407,2005.0
600,4.816666666666666,81.21666666666667,2025-01-08,b'23013                           ',12.89201,9.160999,9.3432255,34.949116,35.47276,1877.3
602,6.840903333333333,91.10529333333334,2025-01-08,b'AI2600-24DE003                  ',10.754749,7.958,7.8959374,34.879112,35.38,1997.8
603,-23.379,73.1624,2025-01-08,b'10216                           ',12.3881035,11.2425,5.5185757,35.01657,35.751,1899.58
607,-23.032623333333333,93.48966,2025-01-08,b'P43244-24DE003                  ',13.179042,12.041,7.3108363,35.10844,35.811,1990.5
608,-21.55986,85.00603,2025-01-08,b'8714                            ',8.270468,5.023,6.559358,34.83505,35.7812,2003.68
611,-40.67438,117.02986,2025-01-08,b'8509                            ',6.604402,5.789,3.6252596,34.60511,35.07792,2005.28
612,-41.0798,126.2745,2025-01-08,b'9783                            ',9.028601,9.195,2.0776126,34.61598,34.81398,1699.41
613,-43.920585,41.399683333333336,2025-01-08,b'AI3500-23DE001                  ',4.7522373,3.4545,2.6461878,34.302242,34.7752,1971.1
614,-31.05509,67.46136,2025-01-08,b'8720                            ',7.99206,6.143,5.4535055,34.7979,35.8254,2005.64
617,-45.7483,35.991,2025-01-08,b'9614                            ',4.331236,3.7078,1.5238951,34.23325,34.7726,1997.57
619,-20.3052,81.752,2025-01-08,b'0909                            ',8.290695,5.038,6.369305,34.84886,35.752,1947.49
620,8.048,88.237,2025-01-08,b'P32800-19CH026                  ',11.810657,8.417999,8.712271,34.76088,35.13225,1976.3
621,-9.548036666666667,55.32650666666667,2025-01-08,b'AI2600-18FR114                  ',8.667551,7.281,5.3632317,34.874653,35.396,2054.6
622,16.977644,86.121658,2025-01-08,b'136250                          ',8.863883,6.9765,5.958897,34.811325,35.03313,1997.68
623,-67.28618054300105,74.38082855635146,2025-01-08,b'8855                            ',-1.5131897,-1.64735,0.3049045,34.38743,34.5442,463.36
624,-41.01375,96.58285,2025-01-08,b'8885                            ',6.292846,4.846,3.5596302,34.59755,34.93739,2002.08
626,-41.4213,39.1136,2025-01-08,b'9781                            ',8.670337,8.322,3.7385733,34.65198,35.27143,1500.09
627,-38.245,77.861,2025-01-08,b'9256                            ',10.483161,11.106,2.599183,34.85196,35.24597,1500.47
628,-64.1813978,92.5666498,2025-01-08,b'12075                           ',-0.1217028,0.20199999,0.86604375,34.53316,34.71179,3096.7
629,3.465,76.822,2025-01-08,b'P32800-19CH020                  ',11.376857,8.311001,8.449912,34.94624,35.46422,1980.8
630,1.623,44.638,2025-01-08,b'4466                            ',25.941,25.941,0.0,0.013,0.013,0.0
631,-23.857,93.475,2025-01-08,b'8712                            ',11.9607935,10.431,5.6467543,35.0151,35.94887,1998.37
632,-16.5865,53.1415,2025-01-08,b'7025                            ',15.10221,15.335,9.342528,34.993385,35.551,1899.4
633,-0.825,88.17311,2025-01-08,b'11335                           ',8.283307,6.4255,6.265671,34.916073,35.78777,2000.6
634,-54.203346252441406,113.2607192993164,2025-01-08,b'9026                            ',1.9424536,1.9329,0.56019235,34.59291,34.7448,1996.43
635,-14.507085,91.17656333333333,2025-01-09,b'AI2600-22AU010                  ',7.7284636,5.296,6.28126,34.74259,35.433,2028.6
636,-9.2318,86.474,2025-01-09,b'0755                            ',7.185286,5.384,5.494121,34.748814,34.924,2007.12
638,-58.13309,104.39475166666666,2025-01-09,b'AI2600-22AU020                  ',1.6551964,1.688,0.45043996,34.656544,34.75,1988.8
639,-17.2029,113.8312,2025-01-09,b'1338                            ',7.5960956,5.288,6.373979,34.734085,35.361,2002.42
640,1.422,84.8237,2025-01-09,b'1294                            ',8.34947,6.5734997,5.967804,34.931534,35.10425,1998.68
641,-55.22953833333333,63.71946333333333,2025-01-09,b'AI2600-22DE003                  ',2.103201,2.0774999,0.52144593,34.49515,34.748,1995.1
643,-41.301,126.729,2025-01-09,b'8291                            ',8.91017,9.191,2.1193316,34.62233,34.81897,1598.08
645,-42.1632,126.0101,2025-01-09,b'0795                            ',6.326135,5.81,3.1454093,34.555717,34.7779,1999.23
646,-38.73744833333333,122.49648333333333,2025-01-09,b'AI2600-23AU125                  ',6.635601,5.394,3.9824035,34.6543,35.297,2029.2
648,-38.40205383300781,40.647586822509766,2025-01-09,b'8827                            ',8.902379,8.01715,5.0748806,34.864677,35.65102,1993.7
649,1.0787,67.5578,2025-01-09,b'1599                            ',8.275918,6.621,5.3685727,34.964184,35.249,2005.28
650,-17.834,50.196,2025-01-09,b'0837                            ',9.410055,6.3885,7.063699,34.85377,35.589,1998.86
651,-9.07,86.4978,2025-01-09,b'1502                            ',10.72895,8.940001,5.8362436,34.76337,34.92839,1949.56
652,-20.94,52.423,2025-01-09,b'0587                            ',8.805388,5.604,7.249505,34.82607,35.612,2011.89
653,-32.11097,82.99453,2025-01-09,b'8721                            ',7.2494197,5.101,4.8478513,5.333696,5.6888,2005.36
654,-47.62406921386719,141.21255493164062,2025-01-09,b'9034                            ',6.1975427,5.8334,2.863258,34.508476,34.7124,1939.94
655,-61.306241666666665,53.86291666666666,2025-01-09,b'AI2632-19EU036                  ',1.2169445,1.535,0.9213531,34.52218,34.74109,1977.3
656,-12.2428,63.8084,2025-01-09,b'1591                            ',7.4923296,5.443,5.631781,34.786343,35.446,2012.32
657,-58.67536544799805,114.19835662841797,2025-01-09,b'9024                            ',1.8797048,1.881,0.4689573,34.599686,34.7446,1996.38
658,-42.0164,128.2333,2025-01-09,b'9784                            ',9.129329,9.4470005,2.6639178,34.68141,35.01562,1599.58
660,-17.243072509765625,114.70044708251953,2025-01-09,b'9037                            ',7.6282277,5.1665,6.4398036,34.72042,35.2861,1995.97
661,9.6,68.8,2025-01-09,b'23023                           ',12.338029,9.46,8.543699,35.306,36.577,2007.4
662,-4.666666666666667,82.68333333333334,2025-01-09,b'23029                           ',11.587174,7.813,8.926308,34.78265,35.22321,2001.8
663,-13.9176,110.5632,2025-01-09,b'1337                            ',7.3905134,5.143,6.0342145,34.66677,34.959,1999.92
664,-20.677,80.278,2025-01-09,b'7642                            ',12.2453,10.745,6.0455775,35.00756,35.78677,1998.0
665,-3.65,77.16666666666667,2025-01-09,b'23027                           ',11.203288,8.029,8.269483,34.818325,35.246,1965.2
666,7.407416666666666,87.87444666666667,2025-01-09,b'AI2600-24DE004                  ',10.642004,8.262,7.4626083,34.92408,35.328,1987.9
669,-54.10346227995368,120.75872812015702,2025-01-09,b'8843                            ',2.3206532,2.2731,0.65895283,34.524876,34.7509,1990.17
672,-58.1477,130.6029,2025-01-09,b'10082                           ',2.401415,2.342,0.52646613,34.37424,34.73956,1599.98
673,-46.4907,137.9672,2025-01-09,b'1213                            ',5.5644054,4.3445,2.9865413,34.551544,34.77,2005.52
674,-45.82884,105.63512,2025-01-09,b'8716                            ',6.176076,4.894,3.282789,34.56758,34.8214,2007.72
676,-24.3358,95.7505,2025-01-09,b'0931                            ',7.4996257,4.861,5.4605894,34.811863,35.906,1974.98
678,-63.0513,49.9368,2025-01-09,b'9616                            ',1.3555816,1.39335,0.28980377,34.64942,34.7264,1997.98
679,-23.6499,109.9935,2025-01-09,b'9543                            ',11.928854,9.828501,6.72759,34.857883,35.711,1899.34
680,-26.20335,111.25697,2025-01-09,b'8861                            ',7.5725875,4.9115,5.7799253,34.799107,35.82226,2003.88
681,-0.6496,72.1977,2025-01-09,b'1597                            ',8.287746,6.8435,5.507207,34.936058,35.225,2006.38
682,-2.87454,73.56317,2025-01-09,b'7339                            ',11.394296,9.5,5.6435943,29.342424,29.521,1055.2
683,-28.42885,67.37354,2025-01-09,b'8878                            ',7.868283,5.653,5.6342115,34.80046,35.77147,2001.64
685,-10.02084,86.8417,2025-01-09,b'8482                            ',12.104597,9.684,6.308425,34.885094,35.7225,951.68
686,-41.00897,118.01204,2025-01-09,b'8893                            ',6.21168,5.168,3.3230767,34.56537,34.7745,2007.36
687,-44.65933166666667,39.17275166666667,2025-01-09,b'AI2600-20FR009                  ',4.2745647,3.499,1.7946532,34.31228,34.758,1987.5
688,3.573,77.653,2025-01-09,b'P32800-19CH022                  ',12.277352,8.6165,9.169348,34.97197,35.25718,1978.3
689,-60.00930404663086,117.98635864257812,2025-01-09,b'9280                            ',1.802388,1.8777,0.4662353,34.60398,34.73774,1992.75
691,-30.50643,56.50244,2025-01-09,b'12047                           ',7.097705,2.7785,6.7294044,34.93741,35.78901,4409.0
692,-23.5669,49.605,2025-01-09,b'10077                           ',12.884165,11.6665,6.0601473,35.01429,35.634,1999.67
694,-60.631123333333335,46.42971166666667,2025-01-09,b'AI2600-20DE033                  ',1.2421573,1.235,0.5308883,34.626076,34.739,2015.9
695,-24.8079,103.65572,2025-01-09,b'8860                            ',7.8315663,4.864,6.122972,34.812435,35.81911,2002.04
696,-63.536263299999995,109.52835189999999,2025-01-09,b'12073                           ',0.6785971,0.773,0.73635894,34.601017,34.72181,3677.2
699,-9.3837,101.5923,2025-01-09,b'0807                            ',7.8791137,5.708,5.845899,34.75359,35.2022,1998.16
700,-56.54224501104469,129.47078433978191,2025-01-09,b'8833                            ',2.3103724,2.341,0.53056306,34.518276,34.7422,1987.74
701,-9.2339,40.9451,2025-01-09,b'7026                            ',14.193071,12.2465,9.243368,34.87845,35.104,1900.0
702,23.953728333333334,62.675043333333335,2025-01-09,b'AI2600-21FR122                  ',12.731292,11.849501,5.8560166,35.760967,36.684,2021.0
704,23.350168333333333,59.31946833333333,2025-01-09,b'AI2600-21FR123                  ',13.414455,11.632,6.5257535,35.826866,36.914,2042.3
705,-24.53779,88.59485,2025-01-09,b'8859                            ',8.043958,4.872,6.1069026,34.82012,35.80426,2002.0
706,-66.50311,110.31461333333333,2025-01-09,b'AI2600-24AU023                  ',-1.7705591,-1.854,0.3175841,34.491158,34.577,1985.4
707,-26.704021666666666,81.27558166666667,2025-01-10,b'AI2600-22AU005                  ',8.041275,5.158,5.9292765,34.824345,35.855,2011.0
709,-30.3445,50.11868,2025-01-10,b'6106                            ',6.7301803,4.135,5.606538,34.79342,35.69288,4782.5
711,-30.34279,50.12039,2025-01-10,b'6106                            ',11.09671,11.8215,6.305731,35.075527,35.67485,4608.5
712,-17.83528,91.76947,2025-01-10,b'8483                            ',8.064165,5.252,6.6787157,28.896244,31.4639,2008.04
713,-36.7357,96.3418,2025-01-10,b'9787                            ',9.961226,10.251,2.4262266,34.767193,35.05542,1599.25
715,-24.1953,58.1408,2025-01-10,b'0910                            ',7.8644977,5.456,5.7044706,34.8375,35.693,1981.29
716,-47.96577,131.63963,2025-01-10,b'8896                            ',6.3071766,6.027,2.9244137,34.517117,34.67081,2008.0
717,-56.13243666666666,52.15282333333333,2025-01-10,b'AI2600-19DE042                  ',1.9102843,1.911,0.6224689,34.47658,34.756,1995.1
718,-47.8063,24.7473,2025-01-10,b'8979                            ',3.3823943,3.0535,0.97567815,34.230232,34.7951,1993.27
720,-28.14375,51.42633,2025-01-10,b'8723                            ',8.270712,5.977,5.9715276,34.808445,35.6314,2005.12
721,-48.934,30.274,2025-01-10,b'9000                            ',4.664069,4.341,1.4400324,34.252956,34.75669,1997.32
722,5.3451,49.2447,2025-01-10,b'0836                            ',8.354615,6.925,5.335,35.09969,35.565,2111.83
723,12.411126666666666,46.05108833333333,2025-01-10,b'AI2600-21FR121                  ',14.671386,13.940001,4.8346925,35.90422,36.394,1525.9
724,-62.12424,30.35861166666667,2025-01-10,b'AI2632-19EU034                  ',0.59948826,0.69200003,0.80983084,34.51079,34.705,1975.9
725,-38.29756,129.65458,2025-01-10,b'6069                            ',5.0842876,3.119,4.0639844,34.669075,35.25288,5704.1
726,-38.29569,129.65384,2025-01-10,b'6069                            ',8.401065,9.476,4.567654,34.801266,35.25288,5030.8
727,-38.42806,43.89826,2025-01-10,b'7440                            ',5.462676,3.667,3.54195,34.574585,34.893,2013.2
729,-30.74451,59.84232,2025-01-10,b'12046                           ',8.540567,5.674,7.0245976,34.96636,35.69104,3635.3
731,15.875,65.92,2025-01-10,b'7541                            ',15.404899,14.727,7.6671534,14.186729,15.78,2000.2
732,-11.483333333333333,75.98333333333333,2025-01-10,b'23036                           ',11.8185835,7.874,9.191843,34.705387,35.061,2012.4
733,-65.70485471895218,142.6432479981099,2025-01-10,b'8431                            ',-0.4201,-0.4201,0.02669999,34.63475,34.6371,896.2
734,14.483333333333333,82.0,2025-01-10,b'23001                           ',11.66805,8.7215,8.086515,34.747257,35.047,1989.1
735,-51.7901,93.28995,2025-01-10,b'7348                            ',2.4893398,2.415,0.88014317,34.33048,34.679,895.32
736,-51.85793666666667,83.36560666666666,2025-01-10,b'AI2600-19EU008                  ',2.836319,2.481,1.1646383,34.31245,34.745,2028.6
738,-9.4,74.33333333333333,2025-01-10,b'23031                           ',11.288533,7.401,8.934418,34.68011,35.034,1952.9
740,-53.5721,132.5386,2025-01-10,b'1331                            ',3.0019417,2.653,0.9935059,34.455624,34.7462,1966.23
741,-61.15122985839844,99.56109619140625,2025-01-10,b'9027                            ',1.062333,1.0950999,0.5083735,34.662106,34.7298,1997.6
743,-44.257055399999985,84.8312176,2025-01-10,b'0257                            ',9.157417,9.489,1.1125345,34.261776,34.68,511.8
745,-54.672725,125.21447833333333,2025-01-10,b'AI2632-19EU024                  ',3.0624816,2.532,1.2440885,34.25861,34.749,2012.2
746,-37.9547,101.189,2025-01-10,b'1066                            ',9.011661,9.5365,3.736664,34.79091,35.35501,1999.04
747,-13.12565,89.75367,2025-01-10,b'8865                            ',7.637978,5.1815,6.3904305,34.68385,34.98188,2007.96
748,-38.569,117.179,2025-01-10,b'7770                            ',9.879605,9.52,2.5857766,34.743122,35.273,1698.24
749,-48.926608333333334,57.53924833333333,2025-01-10,b'AI3500-23DE002                  ',3.2416227,2.6745,1.1395752,34.326027,34.78423,1997.7
750,-37.03388666666667,38.988165,2025-01-10,b'AI3500-22FR002                  ',11.330696,11.7955,5.7590995,35.024055,35.63304,2028.1
751,-52.65975666666667,59.970546666666664,2025-01-10,b'AI2600-23DE012                  ',2.4789436,2.404,0.667048,34.414536,34.751,2037.5
752,-46.300143999999996,140.5546427,2025-01-10,b'11502                           ',7.1485057,7.391,3.157026,34.5953,34.85309,1823.24
753,-12.5142,67.3101,2025-01-10,b'1590                            ',7.378978,5.256,5.562541,34.768955,35.113,2009.75
755,-40.5939,127.6896,2025-01-10,b'0902                            ',6.0576572,5.0889997,3.2750196,34.5782,34.8583,2005.62
756,-22.2696,79.7178,2025-01-10,b'10217                           ',12.343987,10.968,5.7052565,35.00674,35.757,1899.3
757,-10.02075,86.60634,2025-01-10,b'8482                            ',12.104597,9.684,6.308425,34.885094,35.7225,951.68
758,-60.0408,117.5202,2025-01-10,b'10080                           ',2.0952866,2.166,0.50062144,34.4687,34.73919,1600.08
759,-42.007,29.435,2025-01-10,b'P32826-18CH012                  ',5.338111,3.6195002,3.1662405,34.524597,34.772,1974.3
760,-1.4001,66.0991,2025-01-10,b'1495                            ',12.616222,10.0095005,5.5390296,35.01036,35.246,794.31
761,-25.784401666666668,57.60808,2025-01-10,b'AI2632-24DE006                  ',9.676337,8.45,6.799997,34.93884,35.726,2011.4
766,-47.49631,83.94686,2025-01-10,b'7441                            ',3.5999863,2.795,1.5298915,34.43989,34.758,2003.6
768,-32.257,62.48,2025-01-10,b'8609                            ',8.114571,6.6982,5.0624595,34.83803,35.7858,2009.07
771,-39.47068,119.71308,2025-01-10,b'6071                            ',5.2339673,3.3990002,3.8105285,34.627674,35.08396,5062.8
772,-11.644,76.0208,2025-01-10,b'1451                            ',11.853092,9.945,6.3108873,34.765984,35.06837,1749.51
775,-39.47078,119.71178,2025-01-10,b'6071                            ',8.377806,9.502,4.050052,34.723377,35.08195,4608.0
777,-40.59512,60.47466,2025-01-10,b'f09234                          ',6.098648,4.1938,3.9987748,34.630493,35.42911,1995.58
